"Scenario","Hour","Solar PV Generation (MW)","Solar PV Curtailment (MW)","Wind Generation (MW)","Wind Curtailment (MW)","Gas CC Generation (MW)","Diesel Generation (MW)","Power from Storage and Gas CC to Storage (MW)","Imports (MW)","Exports (MW)","Hydropower (MW)"
"1","143",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","144",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","145",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","146",0.00000,0.00000,3.69891,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","147",0.00000,0.00000,3.51075,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","148",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","149",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","150",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","151",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","152",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","153",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","154",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","155",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","156",65.50843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,56.59157,0.00000,0.00000
"1","157",133.20920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","158",144.32330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","159",103.80763,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.19237,0.00000,0.00000
"1","160",46.69971,0.00000,5.26719,0.00000,0.00000,0.00000,0.00000,71.03311,0.00000,0.00000
"1","161",0.00000,0.00000,6.41625,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","162",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","163",0.00000,0.00000,4.88938,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","164",0.00000,0.00000,17.57331,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","165",0.00000,0.00000,35.77733,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","166",0.00000,0.00000,14.05038,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","167",0.00000,0.00000,3.30676,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","168",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","169",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","170",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","171",0.00000,0.00000,0.21382,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","172",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","173",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","174",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","175",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","176",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","177",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","178",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","179",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","180",71.82892,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,54.37108,0.00000,0.00000
"1","181",136.75945,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","182",148.37620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","183",110.43813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17.26187,0.00000,0.00000
"1","184",48.91254,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","185",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","186",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","187",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","188",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","189",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","190",0.00000,0.00000,7.07724,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","191",0.00000,0.00000,4.15343,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","192",0.00000,0.00000,11.64244,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","193",0.00000,0.00000,41.89881,0.00000,0.00000,0.00000,0.00000,55.90119,0.00000,0.00000
"1","194",0.00000,0.00000,59.03368,0.00000,0.00000,0.00000,0.00000,36.16632,0.00000,0.00000
"1","195",0.00000,0.00000,51.79166,0.00000,0.00000,0.00000,0.00000,42.00834,0.00000,0.00000
"1","196",0.00000,0.00000,62.88302,0.00000,0.00000,0.00000,0.00000,30.71698,0.00000,0.00000
"1","197",0.00000,0.00000,47.55177,0.00000,0.00000,0.00000,0.00000,47.64823,0.00000,0.00000
"1","198",0.00000,0.00000,64.72149,0.00000,0.00000,0.00000,0.00000,35.17851,0.00000,0.00000
"1","199",0.00000,0.00000,69.18907,0.00000,0.00000,0.00000,0.00000,38.31093,0.00000,0.00000
"1","200",0.00000,0.00000,66.76263,0.00000,0.00000,0.00000,0.00000,48.13737,0.00000,0.00000
"1","201",0.00000,0.00000,66.23385,0.00000,0.00000,0.00000,0.00000,54.76615,0.00000,0.00000
"1","202",0.00000,0.00000,67.03238,0.00000,0.00000,0.00000,0.00000,57.66762,0.00000,0.00000
"1","203",0.00000,0.00000,84.07720,0.00000,0.00000,0.00000,0.00000,39.12280,0.00000,0.00000
"1","204",73.03348,0.00000,94.88003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","205",135.79722,0.00000,76.58899,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","206",147.60755,0.00000,74.26574,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","207",113.79195,0.00000,87.81518,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","208",49.02377,0.00000,127.70964,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","209",0.00000,0.00000,134.86747,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","210",0.00000,0.00000,133.40144,0.00000,0.00000,0.00000,0.00000,0.19856,0.00000,0.00000
"1","211",0.00000,0.00000,112.35532,0.00000,0.00000,0.00000,0.00000,18.84468,0.00000,0.00000
"1","212",0.00000,0.00000,87.34305,0.00000,0.00000,0.00000,0.00000,40.05695,0.00000,0.00000
"1","213",0.00000,0.00000,71.75432,0.00000,0.00000,0.00000,0.00000,50.74568,0.00000,0.00000
"1","214",0.00000,0.00000,58.16293,0.00000,0.00000,0.00000,0.00000,57.53707,0.00000,0.00000
"1","215",0.00000,0.00000,36.07336,0.00000,0.00000,0.00000,0.00000,71.12664,0.00000,0.00000
"1","216",0.00000,0.00000,17.78037,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","217",0.00000,0.00000,6.41244,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","218",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","219",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","220",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","221",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","222",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","223",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","224",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","225",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","226",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","227",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","228",80.68962,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,38.11038,0.00000,0.00000
"1","229",141.44515,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","230",152.72632,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","231",120.54504,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"1","232",52.25595,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,67.54405,0.00000,0.00000
"1","233",0.00000,0.00000,4.63541,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","234",0.00000,0.00000,1.21762,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","235",0.00000,0.00000,20.69957,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","236",0.00000,0.00000,30.75576,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","237",0.00000,0.00000,24.03882,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","238",0.00000,0.00000,42.93671,0.00000,0.00000,0.00000,0.00000,68.96329,0.00000,0.00000
"1","239",0.00000,0.00000,64.81076,0.00000,0.00000,0.00000,0.00000,38.78924,0.00000,0.00000
"1","240",0.00000,0.00000,30.75041,0.00000,0.00000,0.00000,0.00000,65.44959,0.00000,0.00000
"1","241",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","242",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","243",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
"1","244",0.00000,0.00000,10.92597,0.00000,0.00000,0.00000,0.00000,74.61272,0.00000,0.00000
