"Scenario","Technology","Hour","Charging power (MW)","Discharging power (MW)","State of charge (MWh)"
"1","Li-Ion","130",0.00000,0.00000,475.10020
"1","Vanadium","130",0.00000,0.00000,0.00000
"1","PHS","130",0.00000,0.00000,0.00000
"1","H2","130",0.00000,27.11890,9622.25445
"1","Li-Ion","131",0.00000,18.43528,455.10433
"1","Vanadium","131",0.00000,0.00000,0.00000
"1","PHS","131",0.00000,0.00000,0.00000
"1","H2","131",0.00000,26.60608,9580.18655
"1","Li-Ion","132",0.00000,0.00000,455.10433
"1","Vanadium","132",0.00000,0.00000,0.00000
"1","PHS","132",0.00000,0.00000,0.00000
"1","H2","132",0.00000,0.00000,9580.18655
"1","Li-Ion","133",2.88191,0.00000,457.76132
"1","Vanadium","133",0.00000,0.00000,0.00000
"1","PHS","133",0.00000,0.00000,0.00000
"1","H2","133",0.00000,0.00000,9580.18655
"1","Li-Ion","134",18.80665,0.00000,475.10020
"1","Vanadium","134",0.00000,0.00000,0.00000
"1","PHS","134",0.00000,0.00000,0.00000
"1","H2","134",0.00000,0.00000,9580.18655
"1","Li-Ion","135",0.00000,0.00000,475.10020
"1","Vanadium","135",0.00000,0.00000,0.00000
"1","PHS","135",0.00000,0.00000,0.00000
"1","H2","135",0.00000,0.00000,9580.18655
"1","Li-Ion","136",0.00000,0.00000,475.10020
"1","Vanadium","136",0.00000,0.00000,0.00000
"1","PHS","136",0.00000,0.00000,0.00000
